id,firstName,lastName,middleName,gender,birthDate
"229","Орися","Гречко","Захаріївна","female","Mon May 10 1993 06:08:07 GMT+0300 (Eastern European Summer Time)"
"230","Ян","Латаний","Ростиславович","male","Sat Dec 02 2006 13:53:34 GMT+0200 (Eastern European Standard Time)"
"231","Борис","Шестак","Бориславович","male","Fri Aug 02 1985 02:15:51 GMT+0400 (Eastern European Summer Time)"
"232","Захар","Сідляк","Корнійович","male","Thu Apr 11 1991 04:15:19 GMT+0300 (Eastern European Summer Time)"
"233","Пилип","Данилко","Захарович","male","Sat Dec 31 1966 22:29:25 GMT+0300 (Eastern European Standard Time)"
"234","Ладислав","Глинський","Орхипович","male","Mon Dec 20 1971 14:09:16 GMT+0300 (Eastern European Standard Time)"
"235","Валентин","Поривай","Ярославович","male","Thu Aug 22 1991 07:06:40 GMT+0300 (Eastern European Summer Time)"
"236","Аврелій","Данилко","Романович","male","Tue Apr 09 1968 20:30:02 GMT+0300 (Eastern European Standard Time)"
"237","Омелян","Пригода","Всеславович","male","Wed Feb 05 1975 19:40:26 GMT+0300 (Eastern European Standard Time)"
"238","Роман","Трублаєвський","Адамович","male","Sun Dec 21 1975 12:54:21 GMT+0300 (Eastern European Standard Time)"
"239","Аркадія","Лагойда","Гнатівна","female","Fri Nov 24 2006 13:47:27 GMT+0200 (Eastern European Standard Time)"
"240","Арсен","Кононець","Юхимович","male","Mon Sep 28 1987 10:41:45 GMT+0300 (Eastern European Standard Time)"
"241","Анатолій","Ликович","В’ячеславович","male","Sat Apr 29 1989 05:18:53 GMT+0400 (Eastern European Summer Time)"
"242","Божемир","Луцький","Герасимович","male","Fri Jan 09 1987 14:15:33 GMT+0300 (Eastern European Standard Time)"
"243","Долеслава","Степанець","Славутівна","female","Sun Apr 02 1967 05:33:51 GMT+0300 (Eastern European Standard Time)"
"244","Влада","Башук","Гарасимівна","female","Tue Feb 10 1998 10:52:33 GMT+0200 (Eastern European Standard Time)"
"245","Ярина","Марієвська","Станіславівна","female","Sun Oct 31 1999 05:28:34 GMT+0200 (Eastern European Standard Time)"
"246","Зореслав","Сплюх","Борисович","male","Thu Feb 04 1999 06:45:16 GMT+0200 (Eastern European Standard Time)"
"247","Борислав","Ромей","Микитович","male","Thu Aug 23 1973 20:37:59 GMT+0300 (Eastern European Standard Time)"
"248","Вікторія","Вітряк","Збориславівна","female","Sat Jul 30 1994 02:01:22 GMT+0300 (Eastern European Summer Time)"
"249","Мечислав","Павлів","Маркович","male","Sun Nov 26 1972 04:23:00 GMT+0300 (Eastern European Standard Time)"
"250","Болеслав","Кононець","Омелянович","male","Thu May 29 1969 20:08:50 GMT+0300 (Eastern European Standard Time)"
"251","Всеслав","Павленко","Арсенович","male","Tue Jun 25 1991 05:50:42 GMT+0300 (Eastern European Summer Time)"
"252","Станислава","Корецька","Богданівна","female","Sun Mar 01 1987 06:12:37 GMT+0300 (Eastern European Standard Time)"
"253","Боримир","Гладківський","Устимович","male","Sat Mar 05 1966 12:00:09 GMT+0300 (Eastern European Standard Time)"
"254","Милодара","Лящук","Гордіївна","female","Tue Feb 01 1972 17:00:06 GMT+0300 (Eastern European Standard Time)"
"255","Христина","Романишина","Корнилівна","female","Wed Jun 15 1983 11:25:08 GMT+0400 (Eastern European Summer Time)"
"256","Леся","Ковальська","Валентинівна","female","Wed Apr 27 1994 06:08:04 GMT+0300 (Eastern European Summer Time)"
"257","Синьоок","Васильківський","Валентинович","male","Fri Apr 20 1979 00:45:47 GMT+0300 (Eastern European Standard Time)"
"258","Палажка","Гришко","Азарівна","female","Tue Aug 12 1975 02:01:18 GMT+0300 (Eastern European Standard Time)"
"259","Тамара","Шудрик","Братиславівна","female","Tue Sep 15 1992 19:50:49 GMT+0300 (Eastern European Summer Time)"
"260","Валерія","Юрчишина","Корніївна","female","Fri Nov 01 1991 03:05:41 GMT+0200 (Eastern European Standard Time)"
"261","Мілана","Ялюк","Віталіївна","female","Wed May 02 1973 20:06:24 GMT+0300 (Eastern European Standard Time)"
"262","Володислав","Трясун","Микитович","male","Sun May 19 1974 05:01:29 GMT+0300 (Eastern European Standard Time)"
"263","Данило","Яловий","Володимирович","male","Fri Nov 19 1976 12:48:45 GMT+0300 (Eastern European Standard Time)"
"264","Марко","Ліхно","Андрійович","male","Sun Nov 30 1980 18:58:31 GMT+0300 (Eastern European Standard Time)"
"265","Борислав","Сідлецький","Гаврилович","male","Thu Mar 16 2000 06:24:55 GMT+0200 (Eastern European Standard Time)"
"266","Адам","Трублаєвський","Орестович","male","Mon Oct 26 1992 01:50:48 GMT+0200 (Eastern European Standard Time)"
"267","Валерій","Маковецький","Тарасович","male","Mon Aug 21 1995 14:20:44 GMT+0300 (Eastern European Summer Time)"
"268","Антон","Цушко","Петрович","male","Tue Jun 04 1985 23:27:03 GMT+0400 (Eastern European Summer Time)"
"269","Болеслав","Зінкевич","Всеславович","male","Tue Dec 13 1988 06:43:08 GMT+0300 (Eastern European Standard Time)"
"270","Святослава","Лугова","Остапівна","female","Thu Jul 29 1982 10:59:49 GMT+0400 (Eastern European Summer Time)"
"271","Юліанна","Громико","Олельківна","female","Wed May 05 1982 14:45:16 GMT+0400 (Eastern European Summer Time)"
"272","Алла","Поліщук","Григоріївна","female","Mon Oct 19 1987 13:30:41 GMT+0300 (Eastern European Standard Time)"
"273","Владислава","Бурмило","Тимофіївна","female","Sat Nov 11 1989 08:34:05 GMT+0300 (Eastern European Standard Time)"
"274","Орислава","Свидригайло","Тарасівна","female","Sat Feb 15 2003 12:25:05 GMT+0200 (Eastern European Standard Time)"
"275","Яровид","Лазірко","Макарович","male","Sun Apr 01 1979 13:32:18 GMT+0300 (Eastern European Standard Time)"
"276","Ратибор","Червоній","Миронович","male","Sun Jun 01 2003 14:49:42 GMT+0300 (Eastern European Summer Time)"
"277","Євген","Романів","Анатолійович","male","Wed Oct 10 2001 08:56:10 GMT+0300 (Eastern European Summer Time)"
"278","Пантелеймон","Семещук","Маркович","male","Sat May 17 2003 18:50:52 GMT+0300 (Eastern European Summer Time)"
"279","Мстислав","Сторчак","Дмитрович","male","Sun Dec 10 1989 19:42:27 GMT+0300 (Eastern European Standard Time)"
"280","Мілана","Боярчук","Матвіївна","female","Sat Jul 17 1999 05:00:07 GMT+0300 (Eastern European Summer Time)"
"281","Благовіста","Третяк","В’ячеславівна","female","Fri Jul 29 1994 17:24:26 GMT+0300 (Eastern European Summer Time)"
"282","Огняна","Бердник","Златомирівна","female","Tue Aug 04 1970 17:36:20 GMT+0300 (Eastern European Standard Time)"
"283","Любомила","Шевченко","Мстиславівна","female","Thu Jun 09 2005 18:54:38 GMT+0300 (Eastern European Summer Time)"
"284","Ірина","Свидригайло","Корнилівна","female","Fri Oct 18 2002 12:17:11 GMT+0300 (Eastern European Summer Time)"
"285","Валерій","Мазун","Євгенович","male","Sun Oct 02 2005 18:30:19 GMT+0300 (Eastern European Summer Time)"
"286","Зоя","Коломієць","Устимівна","female","Thu Dec 11 1975 08:00:56 GMT+0300 (Eastern European Standard Time)"
"287","Святополк","Притула","Корнелійович","male","Mon Jun 01 1981 12:18:56 GMT+0400 (Eastern European Summer Time)"
"288","Костянтин","Луцький","Валентинович","male","Fri Dec 07 1984 19:36:39 GMT+0300 (Eastern European Standard Time)"
"289","Палажка","Михайлюк","Тимофіївна","female","Sat Jul 12 1980 11:11:27 GMT+0300 (Eastern European Standard Time)"
"290","Афанасія","Стоян","Братиславівна","female","Mon Nov 20 1972 01:56:49 GMT+0300 (Eastern European Standard Time)"
"291","Зорян","Галаєнко","Маркович","male","Mon Feb 02 2004 03:41:11 GMT+0200 (Eastern European Standard Time)"
"292","Зорян","Зленко","Петрович","male","Mon Mar 02 1970 11:54:57 GMT+0300 (Eastern European Standard Time)"
"293","Анастасія","Яцишина","Радимівна","female","Tue Sep 27 1994 20:53:29 GMT+0200 (Eastern European Standard Time)"
"294","Добромира","Шудрик","Віталіївна","female","Thu Mar 01 2001 23:17:53 GMT+0200 (Eastern European Standard Time)"
"295","Славомир","Лагойда","Тимофійович","male","Wed Sep 03 2003 10:15:21 GMT+0300 (Eastern European Summer Time)"
"296","Юліанна","Петренко","Ярославівна","female","Wed Oct 19 1988 07:25:07 GMT+0300 (Eastern European Standard Time)"
"297","Валерій","Кордун","Георгійович","male","Thu Nov 02 1972 01:44:28 GMT+0300 (Eastern European Standard Time)"
"298","Зореслав","Янюк","Остапович","male","Thu Feb 22 1979 07:16:57 GMT+0300 (Eastern European Standard Time)"
"299","Іван","Коцюбинський","Матвійович","male","Sun Jul 23 2006 05:13:59 GMT+0300 (Eastern European Summer Time)"
"300","Листвич","Іванишин","Назарович","male","Sun Sep 29 1968 18:06:19 GMT+0300 (Eastern European Standard Time)"
"301","Анна","Компанієць","Несторівна","female","Thu Sep 03 1998 13:07:28 GMT+0300 (Eastern European Summer Time)"
"302","Любава","Петренко","Ізяславівна","female","Mon May 01 2006 05:55:04 GMT+0300 (Eastern European Summer Time)"
"303","Зорина","Галаціон","Олегівна","female","Thu Feb 26 1970 16:45:21 GMT+0300 (Eastern European Standard Time)"
"304","Надія","Третяк","Юхимівна","female","Fri Apr 17 1987 04:55:26 GMT+0400 (Eastern European Summer Time)"
"305","Зборислав","Романів","Миколайович","male","Tue Jul 27 1993 13:00:42 GMT+0300 (Eastern European Summer Time)"
"306","Віліна","Шиндарей","Павлівна","female","Sun Feb 06 2005 15:47:59 GMT+0200 (Eastern European Standard Time)"
"307","Добромира","Боярчук","Немирівна","female","Wed Jun 19 1996 21:26:47 GMT+0300 (Eastern European Summer Time)"
"308","Далемир","Горбач","Захарович","male","Tue Jan 31 1984 00:15:19 GMT+0300 (Eastern European Standard Time)"
"309","Будимир","Лютий","Охрімович","male","Wed Aug 12 1998 20:46:21 GMT+0300 (Eastern European Summer Time)"
"310","Марія","Майстренко","Лаврентіївна","female","Thu Feb 11 1965 11:03:45 GMT+0300 (Eastern European Standard Time)"
"311","Олена","Цушко","Степанівна","female","Mon Jul 22 1991 17:52:24 GMT+0300 (Eastern European Summer Time)"
"312","Білослав","Майстренко","Андрійович","male","Sun May 29 1988 00:33:03 GMT+0400 (Eastern European Summer Time)"
"313","Мусій","Дмитришин","Дмитрович","male","Mon Dec 21 1981 19:44:35 GMT+0300 (Eastern European Standard Time)"
"314","Орест","Петришин","Звенимирович","male","Wed Oct 25 2006 05:59:14 GMT+0300 (Eastern European Summer Time)"
"315","Ореста","Москаль","Петрівна","female","Sat Jul 22 2000 16:34:43 GMT+0300 (Eastern European Summer Time)"
"316","Зореслав","Іванів","Максимович","male","Sat Mar 14 1992 12:10:29 GMT+0200 (Eastern European Standard Time)"
"317","Юрій","Демчишин","Романович","male","Sat Apr 03 2004 03:56:10 GMT+0300 (Eastern European Summer Time)"
"318","Божена","Усич","Мирославівна","female","Tue Mar 21 1995 21:18:17 GMT+0200 (Eastern European Standard Time)"
"319","Микола","Сторчак","Євгенович","male","Sun Nov 19 1978 08:06:41 GMT+0300 (Eastern European Standard Time)"
"320","Клавдія","Саєнко","Славутівна","female","Wed Apr 08 1987 11:39:39 GMT+0400 (Eastern European Summer Time)"
"321","Марина","Бандера","Аркадіївна","female","Sat Jan 01 1966 02:52:06 GMT+0300 (Eastern European Standard Time)"
"322","Броніслава","Петренко","Михайлівна","female","Fri Oct 20 2000 00:19:22 GMT+0300 (Eastern European Summer Time)"
"323","Василь","Червоній","Арсенович","male","Mon Jan 19 1970 11:41:48 GMT+0300 (Eastern European Standard Time)"
"324","Далемир","Стецьків","Златомирович","male","Wed Nov 02 2005 07:49:18 GMT+0200 (Eastern European Standard Time)"
"325","Мирон","Ковальський","Мечиславович","male","Mon Mar 06 1978 21:29:15 GMT+0300 (Eastern European Standard Time)"
"326","Корнелій","Стигайло","Пантелеймонович","male","Mon Nov 09 1992 17:23:20 GMT+0200 (Eastern European Standard Time)"
"327","Тимофій","Левадовський","Арсенович","male","Sun Apr 14 1974 21:38:02 GMT+0300 (Eastern European Standard Time)"
"328","Юстина","Гайчук","Стефаніївна","female","Mon Jan 31 1966 21:16:42 GMT+0300 (Eastern European Standard Time)"
"329","Купава","Спотикач","Лаврентіївна","female","Wed Jan 20 1965 18:21:13 GMT+0300 (Eastern European Standard Time)"
"330","Дарислава","Пономарів","Маркіянівна","female","Wed Jan 05 1972 01:08:13 GMT+0300 (Eastern European Standard Time)"
"331","Марія","Гладківська","Зеновіївна","female","Fri Oct 24 1986 04:14:48 GMT+0300 (Eastern European Standard Time)"
"332","Віта","Гнатишина","Олельківна","female","Wed Aug 06 1980 23:12:13 GMT+0300 (Eastern European Standard Time)"
"333","Люборада","Дідух","Владиславівна","female","Fri Oct 22 1982 07:15:03 GMT+0300 (Eastern European Standard Time)"
"334","Сергій","Кивач","Святославович","male","Tue Dec 03 1991 13:11:23 GMT+0200 (Eastern European Standard Time)"
"335","Ликера","Гладківська","Гнатівна","female","Tue Dec 21 1993 17:13:30 GMT+0200 (Eastern European Standard Time)"
"336","Кузьма","Мазайло","Алевтинович","male","Mon Apr 19 1976 07:32:37 GMT+0300 (Eastern European Standard Time)"
"337","Олелько","Петлюра","Іванович","male","Mon Sep 14 1992 03:03:05 GMT+0300 (Eastern European Summer Time)"
"338","Руслан","Махно","Борисович","male","Tue Nov 25 1969 19:47:30 GMT+0300 (Eastern European Standard Time)"
"339","Руслана","Скиба","Мирославівна","female","Tue Jan 30 1996 04:05:54 GMT+0200 (Eastern European Standard Time)"
"340","Іван","Шестак","Немирович","male","Sun Apr 07 1991 11:11:43 GMT+0300 (Eastern European Summer Time)"
"341","Віра","Юрчишина","Артемівна","female","Tue Aug 12 1997 23:47:29 GMT+0300 (Eastern European Summer Time)"
"342","Доброслав","Троян","Анастасович","male","Mon May 10 1971 22:14:19 GMT+0300 (Eastern European Standard Time)"
"343","Радміла","Білич","Маркіянівна","female","Tue Aug 15 1995 08:18:29 GMT+0300 (Eastern European Summer Time)"
"344","Антон","Могилевський","Русланович","male","Mon Aug 19 1991 06:26:46 GMT+0300 (Eastern European Summer Time)"
"345","Мокрина","Розпутня","Зеновіївна","female","Fri Feb 01 1985 20:33:47 GMT+0300 (Eastern European Standard Time)"
"346","Анатолія","Унич","Златомирівна","female","Mon Nov 25 1996 17:50:22 GMT+0200 (Eastern European Standard Time)"
"347","Людомила","Семещук","Анастасівна","female","Wed Mar 18 1987 19:41:58 GMT+0300 (Eastern European Standard Time)"
"348","Ярина","Милославська","Захаріївна","female","Sat Sep 19 1987 02:38:28 GMT+0400 (Eastern European Summer Time)"
"349","Звенислава","Галатей","Костянтинівна","female","Mon Sep 13 1993 17:01:06 GMT+0300 (Eastern European Summer Time)"
"350","Віра","Паращук","Анастасівна","female","Sat Jun 21 1986 23:39:34 GMT+0400 (Eastern European Summer Time)"
"351","Лариса","Довгалевська","Звенимирівна","female","Tue May 27 2003 17:55:41 GMT+0300 (Eastern European Summer Time)"
"352","Вадим","Галаєнко","Юхимович","male","Sun Jun 22 1980 00:25:28 GMT+0300 (Eastern European Standard Time)"
"353","Любослава","Брицька","Даромирівна","female","Sun Jan 12 1992 06:59:34 GMT+0200 (Eastern European Standard Time)"
"354","Олеся","Малкович","Арсенівна","female","Thu Aug 08 1968 01:03:13 GMT+0300 (Eastern European Standard Time)"
"355","Сміяна","Лагойда","Тарасівна","female","Sun Jun 19 1983 16:09:37 GMT+0400 (Eastern European Summer Time)"
"356","Алевтин","Яцьків","Архипович","male","Mon Jul 21 2003 01:53:11 GMT+0300 (Eastern European Summer Time)"
"357","Радослава","Павлишина","Матвіївна","female","Tue Sep 25 2001 14:02:30 GMT+0300 (Eastern European Summer Time)"
"358","Зорина","Луцьків","Назаріївна","female","Fri Aug 31 1984 23:56:43 GMT+0400 (Eastern European Summer Time)"
"359","Омелян","Шамрило","Родіонович","male","Mon Oct 12 1970 21:28:09 GMT+0300 (Eastern European Standard Time)"
"360","Зоя","Потоцька","Миронівна","female","Fri Oct 15 1993 19:38:18 GMT+0200 (Eastern European Standard Time)"
"361","Марічка","Корнїйчук","Андріївна","female","Sat Nov 03 1990 22:11:38 GMT+0300 (Eastern European Summer Time)"
"362","Іннеса","Поліщук","Бориславівна","female","Mon Dec 26 2005 12:12:36 GMT+0200 (Eastern European Standard Time)"
"363","Іннеса","Шудрик","Любомирівна","female","Sat Nov 20 1999 08:17:36 GMT+0200 (Eastern European Standard Time)"
"364","Радим","Прядун","Стефанович","male","Fri Jun 08 2007 20:23:07 GMT+0300 (Eastern European Summer Time)"
"365","Сніжан","Василишин","Георгійович","male","Sun Dec 23 1984 22:47:18 GMT+0300 (Eastern European Standard Time)"
"366","Денис","Савицький","Мстиславович","male","Thu Mar 11 1982 11:13:07 GMT+0300 (Eastern European Standard Time)"
"367","Ілона","Прядун","Денисівна","female","Tue May 13 1980 20:41:37 GMT+0300 (Eastern European Standard Time)"
"368","Борислав","Марієвський","Олелькович","male","Tue Oct 18 1988 17:22:21 GMT+0300 (Eastern European Standard Time)"
"369","Віталіна","Верещук","Макарівна","female","Thu Oct 11 1973 22:31:42 GMT+0300 (Eastern European Standard Time)"
"370","Вілена","Пригода","Панасівна","female","Wed Mar 08 1995 18:10:12 GMT+0200 (Eastern European Standard Time)"
"371","Злат","Бондаренко","Стефанович","male","Sun Nov 17 1996 20:52:22 GMT+0200 (Eastern European Standard Time)"
"372","Ростислава","Могилевська","В’ячеславівна","female","Thu Oct 05 1978 18:49:33 GMT+0300 (Eastern European Standard Time)"
"373","Яромил","Башук","Матвійович","male","Sun Jul 13 1997 06:57:08 GMT+0300 (Eastern European Summer Time)"
"374","Яна","Іванишина","Афанасіївна","female","Tue Mar 31 1987 09:40:20 GMT+0400 (Eastern European Summer Time)"
"375","Адріана","Лазірко","Юхимівна","female","Sun Dec 04 1977 18:39:15 GMT+0300 (Eastern European Standard Time)"
"376","Михайло","Демків","Валерійович","male","Tue Oct 08 1968 15:36:13 GMT+0300 (Eastern European Standard Time)"
"377","Ілля","Лютий","Макарович","male","Thu Oct 01 1998 02:36:25 GMT+0300 (Eastern European Summer Time)"
"378","Мусій","Стигайло","Звенимирович","male","Sun Feb 25 1979 16:27:31 GMT+0300 (Eastern European Standard Time)"
"379","Сологуб","Галатей","Мечиславович","male","Sun Jan 31 1982 06:25:06 GMT+0300 (Eastern European Standard Time)"
"380","Олеся","Унич","Зиновіївна","female","Tue Aug 29 1995 02:16:41 GMT+0300 (Eastern European Summer Time)"
"381","Жанна","Бачей","Станіславівна","female","Tue Jan 18 2000 14:49:34 GMT+0200 (Eastern European Standard Time)"
"382","Руслана","Зінкевич","Олексіївна","female","Sun Jan 21 1996 07:44:15 GMT+0200 (Eastern European Standard Time)"
"383","Андрій","Зінкевич","Натанович","male","Fri Apr 16 1993 03:02:09 GMT+0300 (Eastern European Summer Time)"
"384","Святослава","Зінкевич","Пантелеймонівна","female","Thu Mar 30 1967 08:42:51 GMT+0300 (Eastern European Standard Time)"
"385","Павло","Павлишин","Анатолійович","male","Mon Nov 07 1988 09:49:33 GMT+0300 (Eastern European Standard Time)"
"386","Анастасія","Латанська","Ізяславівна","female","Wed Jan 18 2006 22:44:02 GMT+0200 (Eastern European Standard Time)"
"387","Павліна","Коцюбинська","Максимівна","female","Fri Oct 29 1999 23:08:52 GMT+0300 (Eastern European Summer Time)"
"388","Всеслав","Гаман","Борисович","male","Tue May 25 1982 01:41:33 GMT+0400 (Eastern European Summer Time)"
"389","Неля","Тарасюк","Стефаніївна","female","Thu May 20 2004 10:48:20 GMT+0300 (Eastern European Summer Time)"
"390","Тарас","Третяк","Тихонович","male","Fri Nov 04 1983 00:29:27 GMT+0300 (Eastern European Standard Time)"
"391","Анастасій","Ликович","Звениславович","male","Thu Nov 17 1977 05:56:00 GMT+0300 (Eastern European Standard Time)"
"392","Злат","Глинський","Пилипович","male","Tue Feb 11 1992 05:57:45 GMT+0200 (Eastern European Standard Time)"
"393","Влада","Сторожук","Володимирівна","female","Wed Jul 01 1970 23:43:57 GMT+0300 (Eastern European Standard Time)"
"394","Любомир","Лобачевський","Олексійович","male","Mon Mar 10 1969 06:00:40 GMT+0300 (Eastern European Standard Time)"
"395","Ликера","Янюк","Панасівна","female","Sun Oct 09 1994 05:42:19 GMT+0200 (Eastern European Standard Time)"
"396","Валентин","Шиндарей","Захарійович","male","Sun Jul 24 1983 02:24:11 GMT+0400 (Eastern European Summer Time)"
"397","Яна","Гаман","Матвіївна","female","Mon Nov 22 1993 04:53:11 GMT+0200 (Eastern European Standard Time)"
"398","Григорій","Яцишин","Радимович","male","Sat Apr 23 1977 03:22:57 GMT+0300 (Eastern European Standard Time)"
"399","Андрій","Прядун","Гнатович","male","Mon Aug 08 1988 15:35:05 GMT+0400 (Eastern European Summer Time)"
"400","Зінаїда","Сторожук","Білославівна","female","Mon Jun 21 1982 05:34:40 GMT+0400 (Eastern European Summer Time)"
"401","Зборислав","Кордун","Зеновійович","male","Wed Sep 26 1973 12:39:43 GMT+0300 (Eastern European Standard Time)"
"402","Ксенія","Гнатишина","Анастасівна","female","Wed Oct 19 1983 15:06:46 GMT+0300 (Eastern European Standard Time)"
"403","Тиміш","Мазило","Аскольдович","male","Tue Apr 05 1994 08:54:28 GMT+0300 (Eastern European Summer Time)"
"404","Юліан","Іванів","Боженович","male","Wed Feb 14 2007 18:27:47 GMT+0200 (Eastern European Standard Time)"
"405","Орися","Борочко","Валентинівна","female","Wed Mar 14 2001 09:38:16 GMT+0200 (Eastern European Standard Time)"
"406","Юрій","Павленко","Романович","male","Fri Aug 19 2005 18:49:20 GMT+0300 (Eastern European Summer Time)"
"407","Яровид","Гордійчук","Олегович","male","Mon Oct 13 2003 11:30:08 GMT+0300 (Eastern European Summer Time)"
"408","Братомил","Семеночко","Тарасович","male","Sun Aug 27 1972 19:49:00 GMT+0300 (Eastern European Standard Time)"
"409","Любислава","Свидригайло","Звениславівна","female","Thu Feb 02 2006 05:28:18 GMT+0200 (Eastern European Standard Time)"
"410","Аделаїда","Майборода","Добромирівна","female","Tue Feb 10 1970 08:14:10 GMT+0300 (Eastern European Standard Time)"
"411","Антін","Забіла","Валентинович","male","Sun Jul 07 1985 03:13:01 GMT+0400 (Eastern European Summer Time)"
"412","Февронія","Бамбула","Любомирівна","female","Fri Mar 29 1996 14:24:58 GMT+0200 (Eastern European Standard Time)"
"413","Далеслава","Москаль","Омелянівна","female","Thu Dec 24 1987 16:02:49 GMT+0300 (Eastern European Standard Time)"
"414","Мальва","Гамула","Ігорівна","female","Thu Aug 30 2007 04:31:47 GMT+0300 (Eastern European Summer Time)"
"415","Гарнослав","Дзюб’як","Радимирович","male","Sat Jul 09 1994 05:24:07 GMT+0300 (Eastern European Summer Time)"
"416","Корнелій","Мазун","Аскольдович","male","Sat Jun 13 1992 15:51:55 GMT+0300 (Eastern European Summer Time)"
"417","Дана","Линдик","Омелянівна","female","Fri Jul 20 1979 05:06:37 GMT+0300 (Eastern European Standard Time)"
"418","Лаврін","Шупик","Білославович","male","Wed Apr 18 2001 23:36:39 GMT+0300 (Eastern European Summer Time)"
"419","Орхип","Гайовий","Устимович","male","Fri Mar 11 1983 09:27:44 GMT+0300 (Eastern European Standard Time)"
"420","Юліанна","Вередун","Дмитрівна","female","Tue Oct 30 1973 08:22:16 GMT+0300 (Eastern European Standard Time)"
"421","Інна","Павлів","Анастасівна","female","Sat Aug 26 1978 15:25:55 GMT+0300 (Eastern European Standard Time)"
"422","Галина","Москаль","Петрівна","female","Wed Aug 27 1997 20:00:54 GMT+0300 (Eastern European Summer Time)"
"423","Стефаній","Спотикач","В’ячеславович","male","Thu May 04 1995 17:27:37 GMT+0300 (Eastern European Summer Time)"
"424","Подолян","Галаєнко","Азарович","male","Fri Sep 10 2004 05:43:36 GMT+0300 (Eastern European Summer Time)"
"425","Біляна","Марків","Охрімівна","female","Sun Jul 05 1987 12:40:11 GMT+0400 (Eastern European Summer Time)"
"426","Любов","Василишина","Антонівна","female","Mon Jan 19 1976 18:18:41 GMT+0300 (Eastern European Standard Time)"
"427","Тамара","Бабух","Архипівна","female","Tue Jun 30 1970 14:28:23 GMT+0300 (Eastern European Standard Time)"
"428","Зеновій","Андрухович","Гордійович","male","Sat Oct 19 1996 19:21:08 GMT+0300 (Eastern European Summer Time)"
"429","Людомила","Петрина","Олексіївна","female","Tue Nov 16 1976 05:35:25 GMT+0300 (Eastern European Standard Time)"
"430","Остап","Шиян","Панасович","male","Mon Sep 15 1997 21:47:30 GMT+0300 (Eastern European Summer Time)"
"431","Радослава","Гладківська","Пилипівна","female","Sat Aug 23 1997 07:40:42 GMT+0300 (Eastern European Summer Time)"
"432","Братислав","Гладківський","Аркадійович","male","Sun Jan 06 2002 18:28:07 GMT+0200 (Eastern European Standard Time)"
"433","Агнія","Петренко","Корніївна","female","Mon Mar 30 1981 19:39:41 GMT+0300 (Eastern European Standard Time)"
"434","Щек","Зінкевич","Борисович","male","Mon Oct 06 1986 21:04:53 GMT+0300 (Eastern European Standard Time)"
"435","Олесь","Дідух","Боженович","male","Fri Oct 26 1990 05:10:09 GMT+0300 (Eastern European Summer Time)"
"436","Добромисла","Майборода","Добромирівна","female","Thu Sep 14 1989 20:17:38 GMT+0400 (Eastern European Summer Time)"
"437","Горислав","Миклухо","Звениславович","male","Fri Aug 16 2002 08:33:23 GMT+0300 (Eastern European Summer Time)"
"438","Зореслава","Громико","Данилівна","female","Mon Feb 02 1981 10:06:04 GMT+0300 (Eastern European Standard Time)"
"439","Святослава","Ярмак","Вадимівна","female","Mon Mar 24 1980 03:18:30 GMT+0300 (Eastern European Standard Time)"
"440","Крентта","Ковальська","Маркіянівна","female","Wed Jul 27 1988 02:40:30 GMT+0400 (Eastern European Summer Time)"
"441","Віра","Лазірко","Георгіївна","female","Thu Feb 01 1968 20:12:45 GMT+0300 (Eastern European Standard Time)"
"442","Клавдія","Саєнко","Устимівна","female","Wed Apr 30 1980 06:02:28 GMT+0300 (Eastern European Standard Time)"
"443","Михайло","Лютий","Пантелеймонович","male","Fri Sep 11 1998 17:26:46 GMT+0300 (Eastern European Summer Time)"
"444","Борислав","Довгалевський","Альбертович","male","Thu Oct 08 1987 16:16:19 GMT+0300 (Eastern European Standard Time)"
"445","Азарій","Маковецький","Устимович","male","Tue Dec 12 1978 06:56:33 GMT+0300 (Eastern European Standard Time)"
"446","Слава","Пригода","Святославівна","female","Mon Oct 18 1993 16:13:17 GMT+0200 (Eastern European Standard Time)"
"447","Вілена","Шумило","Микитівна","female","Mon Mar 05 1990 19:54:06 GMT+0300 (Eastern European Standard Time)"
"448","Добринка","Миклашевська","Богданівна","female","Tue Mar 08 1966 19:03:35 GMT+0300 (Eastern European Standard Time)"
"449","Божен","Потебенько","Макарович","male","Tue Sep 30 1980 06:44:00 GMT+0300 (Eastern European Standard Time)"
"450","Тиміш","Милославський","Максимович","male","Thu Feb 09 1989 06:27:23 GMT+0300 (Eastern European Standard Time)"
"451","Василь","Петрин","Родіонович","male","Sat May 17 1969 22:54:53 GMT+0300 (Eastern European Standard Time)"
"452","Алевтин","Червоній","Пантелеймонович","male","Wed May 04 1983 04:55:20 GMT+0400 (Eastern European Summer Time)"
"453","Поліна","Горбач","Захаріївна","female","Thu Mar 29 2007 01:28:09 GMT+0300 (Eastern European Summer Time)"
"454","Олеся","Данилко","Корнеліївна","female","Fri Apr 23 1965 21:10:46 GMT+0300 (Eastern European Standard Time)"
"455","Руслана","Розпутня","Корнеліївна","female","Sun Oct 10 1965 16:49:55 GMT+0300 (Eastern European Standard Time)"
"456","Поліна","Башук","Юріївна","female","Fri Dec 26 1980 21:31:16 GMT+0300 (Eastern European Standard Time)"
"457","Афанасія","Данилко","Валеріївна","female","Sun Nov 10 1985 05:44:09 GMT+0300 (Eastern European Standard Time)"
